0.882746	0.868754	1	4
0.882386	0.868796	1	0
0.882386	0.868796	1	0
0.875772	0.870645	0	0
0.875772	0.870645	0	0
0.859572	0.871173	0	0
0.859572	0.871173	0	0
0.829617	0.870271	0	0
0.829617	0.870271	0	0
0.787312	0.868501	0	0
0.787312	0.868501	0	0
0.694995	0.868604	0	0
0.627145	0.868549	0	4
0.627145	0.868549	0	4
0.560575	0.865854	2	4
0.560575	0.865854	2	4
0.497218	0.865227	2	4
0.497218	0.865227	2	4
0.436764	0.866384	2	4
0.436764	0.866384	2	4
0.389961	0.86724	2	3
0.389961	0.86724	2	3
0.369655	0.866436	0	3
0.369655	0.866436	0	3
0.39873	0.867691	0	0
0.457365	0.867983	2	0
0.538329	0.867312	2	4
0.538329	0.867312	2	4
0.615824	0.864817	2	4
0.615824	0.864817	2	4
0.727946	0.866374	2	0
0.727946	0.866374	2	0
0.751046	0.864439	2	0
0.757984	0.865995	2	0
0.752068	0.863103	2	4
0.706568	0.863176	2	4
0.706568	0.863176	2	4
0.646966	0.862441	2	0
0.584382	0.86377	2	0
0.512156	0.864262	2	0
0.440833	0.864145	2	0
0.440833	0.864145	2	0
0.374209	0.865043	2	0
0.337776	0.866255	2	0
0.331351	0.865332	2	4
0.346638	0.867779	2	4
0.400934	0.86815	2	4
0.471654	0.867489	2	4
0.53727	0.86653	2	4
0.602986	0.865075	2	4
0.654675	0.864547	2	4
0.698449	0.864042	2	4
0.717041	0.863616	2	0
0.720145	0.864193	2	0
0.710486	0.863538	2	4
0.671605	0.862881	2	4
0.6219	0.862102	2	4
0.518106	0.865313	2	4
0.461698	0.863877	2	4
0.412711	0.864518	2	4
0.345783	0.861222	2	4
0.349854	0.85974	2	4
0.426484	0.859848	0	4
0.481233	0.862256	2	4
0.604819	0.861072	2	4
0.728905	0.86184	2	4
0.768796	0.862286	2	0
0.805143	0.861947	2	4
0.807743	0.862399	2	4
0.771804	0.86462	2	4
0.671581	0.867156	2	4
0.549766	0.869345	2	4
0.486094	0.869706	2	4
0.368179	0.869805	2	4
0.345737	0.871609	2	4
0.349163	0.870175	2	4
0.327006	0.871773	2	4
0.429677	0.871794	0	4
0.562612	0.87042	2	4
0.676618	0.871084	2	0
0.727464	0.870789	2	0
0.773225	0.870576	2	4
0.775777	0.8747	2	4
0.767735	0.873839	2	4
0.727218	0.875773	2	0
0.699551	0.876382	2	0
0.644342	0.877104	3	0
0.618329	0.877809	3	4
************TIME_SERIES************			
ClassID: 1			
TimeSeriesLength: 84			
TimeSeriesData: 			
0.814682	0.885608	0	4
0.814682	0.885608	0	4
0.76812	0.885868	0	4
0.76812	0.885868	0	4
0.667695	0.888511	0	4
0.667695	0.888511	0	4
0.590901	0.885649	0	4
0.590901	0.885649	0	4
0.524181	0.884745	0	0
0.524181	0.884745	0	0
0.462632	0.884387	2	0
0.462632	0.884387	2	0
0.411959	0.884731	2	4
0.411959	0.884731	2	4
0.381215	0.8841	2	4
0.381215	0.8841	2	4
0.384692	0.885268	2	0
0.384692	0.885268	2	0
0.422998	0.882588	2	0
0.422998	0.882588	2	0
0.489108	0.882324	2	0
